Datetime, D6063059, 1stStgSens, Tube, Null, 2ndStgHeat, 1stStgHeat, AIO 1, AIO 2, AIO 3, AIO 4, DIO, Relays, V1, V2, V3
1:10:17.058 PM 2/13/2018 , 3.788456, 46.88675, 48.54485, NaN, 0.951171, 32.98587, 0.416101, 0.412065, 0.409506, 0.938821, 0, 0, 3.968039, 46.89382, NaN 
1:10:18.060 PM 2/13/2018 , 4.231380, 46.89040, 48.55082, NaN, 0.950769, 32.98690, 0.416058, 0.412044, 0.409487, 0.938781, 0, 0, 3.968107, 46.89257, NaN 
1:10:19.061 PM 2/13/2018 , 3.711131, 46.88168, 48.55409, NaN, 0.950851, 32.98577, 0.416091, 0.412059, 0.409498, 0.938747, 0, 0, 3.968208, 46.89134, NaN 
1:10:20.062 PM 2/13/2018 , 4.316895, 46.88869, 48.55662, NaN, 0.950540, 32.98572, 0.416039, 0.412021, 0.409445, 0.938818, 0, 0, 3.968279, 46.89007, NaN 
1:10:20.984 PM 2/13/2018 , 3.977494, 46.88339, 48.55990, NaN, 0.950944, 32.98586, 0.416036, 0.412008, 0.409453, 0.938709, 0, 0, 3.968203, 46.88887, NaN 
1:10:22.085 PM 2/13/2018 , 4.018349, 46.88392, 48.56900, NaN, 0.950852, 32.98586, 0.416049, 0.412022, 0.409473, 0.938745, 0, 0, 3.967943, 46.88737, NaN 
1:10:23.067 PM 2/13/2018 , 3.996462, 46.88161, 48.56616, NaN, 0.950621, 32.98577, 0.416014, 0.411998, 0.409444, 0.938689, 0, 0, 3.967663, 46.88602, NaN 
1:10:24.078 PM 2/13/2018 , 3.769821, 46.87810, 48.57690, NaN, 0.951337, 32.98685, 0.415993, 0.411975, 0.409411, 0.938630, 0, 0, 3.967485, 46.88481, NaN 
1:10:25.080 PM 2/13/2018 , 4.253744, 46.88124, 48.58591, NaN, 0.951256, 32.98584, 0.416026, 0.411996, 0.409441, 0.938772, 0, 0, 3.967414, 46.88372, NaN 
1:10:26.071 PM 2/13/2018 , 3.705290, 46.87297, 48.59604, NaN, 0.950937, 32.98574, 0.415927, 0.411929, 0.409355, 0.938642, 0, 0, 3.967364, 46.88259, NaN 
1:10:27.083 PM 2/13/2018 , 4.307537, 46.87654, 48.60491, NaN, 0.951261, 32.98577, 0.416054, 0.412036, 0.409475, 0.938770, 0, 0, 3.967371, 46.88129, NaN 
1:10:28.074 PM 2/13/2018 , 3.741681, 46.87133, 48.60900, NaN, 0.950772, 32.98592, 0.415993, 0.411989, 0.409431, 0.938796, 0, 0, 3.967501, 46.87980, NaN 
1:10:29.065 PM 2/13/2018 , 3.951746, 46.87095, 48.62502, NaN, 0.951251, 32.98579, 0.416090, 0.412063, 0.409495, 0.938893, 0, 0, 3.967726, 46.87817, NaN 
1:10:30.077 PM 2/13/2018 , 4.058104, 46.86902, 48.63262, NaN, 0.951017, 32.98575, 0.416104, 0.412064, 0.409495, 0.938880, 0, 0, 3.967862, 46.87643, NaN 
1:10:31.078 PM 2/13/2018 , 3.755536, 46.86358, 48.63784, NaN, 0.950603, 32.98582, 0.416107, 0.412087, 0.409529, 0.938801, 0, 0, 3.967891, 46.87457, NaN 
1:10:32.080 PM 2/13/2018 , 4.272096, 46.86633, 48.65311, NaN, 0.950857, 32.98576, 0.416068, 0.412056, 0.409477, 0.938736, 0, 0, 3.967888, 46.87263, NaN 
1:10:33.061 PM 2/13/2018 , 3.696612, 46.85926, 48.66234, NaN, 0.950945, 32.98574, 0.416095, 0.412070, 0.409503, 0.938808, 0, 0, 3.967837, 46.87066, NaN 
1:10:34.073 PM 2/13/2018 , 4.281830, 46.86402, 48.67255, NaN, 0.950938, 32.98581, 0.416166, 0.412132, 0.409578, 0.938894, 0, 0, 3.967724, 46.86867, NaN 
1:10:35.074 PM 2/13/2018 , 3.770055, 46.85970, 48.67658, NaN, 0.950766, 32.98970, 0.416134, 0.412120, 0.409558, 0.938749, 0, 0, 3.967511, 46.86676, NaN 
1:10:36.075 PM 2/13/2018 , 3.891250, 46.85776, 48.68418, NaN, 0.950765, 32.98863, 0.416075, 0.412057, 0.409490, 0.938619, 0, 0, 3.967239, 46.86499, NaN 
1:10:37.077 PM 2/13/2018 , 4.112640, 46.85851, 48.69886, NaN, 0.950939, 32.98773, 0.416094, 0.412071, 0.409498, 0.938644, 0, 0, 3.967000, 46.86339, NaN 
1:10:38.078 PM 2/13/2018 , 3.742670, 46.85471, 48.70779, NaN, 0.950861, 32.98756, 0.416074, 0.412052, 0.409479, 0.938621, 0, 0, 3.966848, 46.86197, NaN 
1:10:39.080 PM 2/13/2018 , 4.288696, 46.85896, 48.72068, NaN, 0.950852, 32.98857, 0.416074, 0.412042, 0.409481, 0.938656, 0, 0, 3.966759, 46.86067, NaN 
1:10:40.071 PM 2/13/2018 , 3.695007, 46.84987, 48.72478, NaN, 0.950935, 32.98770, 0.416072, 0.412057, 0.409486, 0.938677, 0, 0, 3.966687, 46.85950, NaN 
1:10:41.063 PM 2/13/2018 , 4.244363, 46.85382, 48.73454, NaN, 0.950856, 32.98779, 0.416077, 0.412055, 0.409490, 0.938649, 0, 0, 3.966642, 46.85832, NaN 
1:10:42.074 PM 2/13/2018 , 3.804694, 46.84786, 48.74884, NaN, 0.950771, 32.98873, 0.416087, 0.412054, 0.409490, 0.938667, 0, 0, 3.966657, 46.85693, NaN 
1:10:43.005 PM 2/13/2018 , 3.846509, 46.84778, 48.75935, NaN, 0.950687, 32.98672, 0.416022, 0.412003, 0.409435, 0.938603, 0, 0, 3.966665, 46.85536, NaN 
1:10:44.097 PM 2/13/2018 , 4.154489, 46.84823, 48.77276, NaN, 0.950940, 32.98766, 0.416162, 0.412104, 0.409547, 0.938710, 0, 0, 3.966523, 46.85371, NaN 
1:10:45.088 PM 2/13/2018 , 3.729371, 46.84301, 48.78483, NaN, 0.951179, 32.98879, 0.416146, 0.412092, 0.409520, 0.938693, 0, 0, 3.966270, 46.85206, NaN 
1:10:46.080 PM 2/13/2018 , 4.302524, 46.84711, 48.79511, NaN, 0.950942, 32.98874, 0.416163, 0.412122, 0.409560, 0.938722, 0, 0, 3.966002, 46.85041, NaN 
1:10:47.101 PM 2/13/2018 , 3.693284, 46.83966, 48.80227, NaN, 0.950860, 32.98770, 0.416086, 0.412052, 0.409480, 0.938659, 0, 0, 3.965720, 46.84882, NaN 
1:10:48.083 PM 2/13/2018 , 4.187678, 46.84413, 48.80927, NaN, 0.951083, 32.98870, 0.416035, 0.412009, 0.409442, 0.938581, 0, 0, 3.965504, 46.84735, NaN 
1:10:49.084 PM 2/13/2018 , 3.850438, 46.83996, 48.82074, NaN, 0.950854, 32.98785, 0.416051, 0.412020, 0.409451, 0.938652, 0, 0, 3.965354, 46.84604, NaN 
1:10:50.086 PM 2/13/2018 , 3.817666, 46.83541, 48.83266, NaN, 0.950770, 32.98770, 0.416098, 0.412051, 0.409493, 0.938735, 0, 0, 3.965300, 46.84478, NaN 
1:10:51.087 PM 2/13/2018 , 4.188537, 46.83892, 48.84615, NaN, 0.950781, 32.98879, 0.416117, 0.412081, 0.409510, 0.938724, 0, 0, 3.965296, 46.84334, NaN 
1:10:52.099 PM 2/13/2018 , 3.719886, 46.83258, 48.85814, NaN, 0.950779, 32.98868, 0.416037, 0.412030, 0.409457, 0.938652, 0, 0, 3.965286, 46.84175, NaN 
1:10:53.090 PM 2/13/2018 , 4.311740, 46.83430, 48.86604, NaN, 0.950538, 32.98858, 0.415984, 0.411981, 0.409405, 0.938658, 0, 0, 3.965240, 46.84006, NaN 
1:10:54.081 PM 2/13/2018 , 3.700002, 46.82938, 48.87208, NaN, 0.950932, 32.98773, 0.416043, 0.412027, 0.409458, 0.938686, 0, 0, 3.965133, 46.83834, NaN 
1:10:55.103 PM 2/13/2018 , 4.118238, 46.83400, 48.87364, NaN, 0.950854, 32.98780, 0.416020, 0.412011, 0.409444, 0.938692, 0, 0, 3.965059, 46.83657, NaN 
1:10:56.084 PM 2/13/2018 , 3.911355, 46.82938, 48.88117, NaN, 0.950773, 32.98773, 0.416075, 0.412051, 0.409491, 0.938693, 0, 0, 3.965066, 46.83488, NaN 
1:10:57.086 PM 2/13/2018 , 3.791720, 46.82677, 48.88727, NaN, 0.950857, 32.98860, 0.416063, 0.412053, 0.409470, 0.938720, 0, 0, 3.965117, 46.83334, NaN 
1:10:58.107 PM 2/13/2018 , 3.930520, 46.82267, 48.88422, NaN, 0.950767, 32.98865, 0.415954, 0.411965, 0.409394, 0.938541, 0, 0, 3.965105, 46.83173, NaN 
1:10:59.089 PM 2/13/2018 , 3.710068, 46.82208, 48.88608, NaN, 0.950852, 32.98770, 0.415999, 0.411983, 0.409409, 0.938590, 0, 0, 3.965018, 46.83026, NaN 
1:11:00.090 PM 2/13/2018 , 4.315089, 46.82789, 48.89614, NaN, 0.950933, 32.98777, 0.415999, 0.411992, 0.409412, 0.938629, 0, 0, 3.964914, 46.82844, NaN 
1:11:01.091 PM 2/13/2018 , 3.712755, 46.81783, 48.90709, NaN, 0.950854, 32.98764, 0.415937, 0.411918, 0.409356, 0.938569, 0, 0, 3.964795, 46.82681, NaN 
1:11:02.083 PM 2/13/2018 , 4.041685, 46.82267, 48.91790, NaN, 0.950690, 32.98860, 0.415931, 0.411927, 0.409342, 0.938556, 0, 0, 3.964782, 46.82548, NaN 
1:11:03.104 PM 2/13/2018 , 3.972570, 46.81947, 48.93115, NaN, 0.951170, 32.98860, 0.415957, 0.411944, 0.409364, 0.938656, 0, 0, 3.964883, 46.82397, NaN 
1:11:04.086 PM 2/13/2018 , 3.773398, 46.81522, 48.94107, NaN, 0.950852, 32.98767, 0.415944, 0.411910, 0.409334, 0.938541, 0, 0, 3.965047, 46.82231, NaN 
1:11:05.087 PM 2/13/2018 , 4.241117, 46.81723, 48.95440, NaN, 0.950855, 32.98666, 0.415939, 0.411910, 0.409312, 0.938664, 0, 0, 3.965142, 46.82068, NaN 
1:11:06.089 PM 2/13/2018 , 3.703494, 46.81202, 48.95016, NaN, 0.950849, 32.98773, 0.415985, 0.411948, 0.409372, 0.938693, 0, 0, 3.965014, 46.81909, NaN 
1:11:07.090 PM 2/13/2018 , 4.309255, 46.81127, 48.96103, NaN, 0.950852, 32.98773, 0.415991, 0.411966, 0.409392, 0.938728, 0, 0, 3.964686, 46.81745, NaN 
1:11:08.092 PM 2/13/2018 , 3.727492, 46.80501, 48.96409, NaN, 0.950854, 32.98766, 0.415915, 0.411884, 0.409308, 0.938671, 0, 0, 3.964319, 46.81580, NaN 
1:11:09.103 PM 2/13/2018 , 3.978538, 46.80964, 48.96848, NaN, 0.950943, 32.98773, 0.415919, 0.411895, 0.409336, 0.938762, 0, 0, 3.964159, 46.81425, NaN 
1:11:10.094 PM 2/13/2018 , 4.025994, 46.80874, 48.97839, NaN, 0.950852, 32.98869, 0.415998, 0.411953, 0.409362, 0.938806, 0, 0, 3.964172, 46.81283, NaN 
1:11:11.096 PM 2/13/2018 , 3.760078, 46.80368, 48.99128, NaN, 0.950769, 32.98860, 0.415948, 0.411903, 0.409335, 0.938726, 0, 0, 3.964278, 46.81150, NaN 
1:11:12.087 PM 2/13/2018 , 4.259153, 46.80546, 49.00991, NaN, 0.950769, 32.98775, 0.415936, 0.411910, 0.409337, 0.938776, 0, 0, 3.964404, 46.81001, NaN 
1:11:13.099 PM 2/13/2018 , 3.698564, 46.80077, 49.01021, NaN, 0.951171, 32.98774, 0.415909, 0.411888, 0.409320, 0.938616, 0, 0, 3.964505, 46.80836, NaN 
1:11:14.100 PM 2/13/2018 , 4.293941, 46.80591, 49.02430, NaN, 0.950767, 32.98868, 0.415909, 0.411883, 0.409305, 0.938589, 0, 0, 3.964549, 46.80683, NaN 
1:11:15.082 PM 2/13/2018 , 3.751382, 46.79913, 49.02460, NaN, 0.950606, 32.98961, 0.415992, 0.411947, 0.409369, 0.938738, 0, 0, 3.964516, 46.80541, NaN 
1:11:16.083 PM 2/13/2018 , 3.919528, 46.79875, 49.03192, NaN, 0.950856, 32.98784, 0.416025, 0.411977, 0.409413, 0.938798, 0, 0, 3.964418, 46.80408, NaN 
1:11:17.104 PM 2/13/2018 , 4.079873, 46.79913, 49.03684, NaN, 0.951082, 32.98861, 0.415998, 0.411968, 0.409384, 0.938749, 0, 0, 3.964260, 46.80287, NaN 
1:11:18.096 PM 2/13/2018 , 3.746133, 46.78892, 49.03856, NaN, 0.950683, 32.98769, 0.415861, 0.411836, 0.409266, 0.938662, 0, 0, 3.964128, 46.80170, NaN 
1:11:19.087 PM 2/13/2018 , 4.276475, 46.80241, 49.04573, NaN, 0.950775, 32.98867, 0.415899, 0.411866, 0.409295, 0.938639, 0, 0, 3.964071, 46.80049, NaN 
1:11:20.089 PM 2/13/2018 , 3.692506, 46.79108, 49.04588, NaN, 0.950855, 32.98877, 0.415831, 0.411823, 0.409236, 0.938625, 0, 0, 3.964050, 46.79927, NaN 
1:11:21.090 PM 2/13/2018 , 4.266409, 46.79019, 49.04782, NaN, 0.950770, 32.98765, 0.415927, 0.411898, 0.409315, 0.938771, 0, 0, 3.964000, 46.79803, NaN 
1:11:22.092 PM 2/13/2018 , 3.779737, 46.79310, 49.05051, NaN, 0.950764, 32.98861, 0.415929, 0.411921, 0.409334, 0.938797, 0, 0, 3.963850, 46.79670, NaN 
1:11:23.093 PM 2/13/2018 , 3.871502, 46.78989, 49.05417, NaN, 0.950768, 32.98781, 0.415990, 0.411939, 0.409357, 0.938945, 0, 0, 3.963711, 46.79537, NaN 
1:11:24.095 PM 2/13/2018 , 4.122608, 46.79168, 49.06060, NaN, 0.950935, 32.98856, 0.415953, 0.411901, 0.409329, 0.938835, 0, 0, 3.963659, 46.79418, NaN 
1:11:25.086 PM 2/13/2018 , 3.735348, 46.78416, 49.06515, NaN, 0.950859, 32.98770, 0.415933, 0.411895, 0.409321, 0.938849, 0, 0, 3.963623, 46.79302, NaN 
1:11:26.097 PM 2/13/2018 , 4.289904, 46.79063, 49.06897, NaN, 0.950853, 32.98775, 0.415942, 0.411897, 0.409341, 0.938836, 0, 0, 3.963476, 46.79173, NaN 
1:11:27.089 PM 2/13/2018 , 3.691411, 46.77946, 49.06687, NaN, 0.950764, 32.98857, 0.415954, 0.411920, 0.409345, 0.938840, 0, 0, 3.963212, 46.79029, NaN 
1:11:28.100 PM 2/13/2018 , 4.231298, 46.78743, 49.07233, NaN, 0.950681, 32.98872, 0.415909, 0.411892, 0.409332, 0.938830, 0, 0, 3.963021, 46.78882, NaN 
1:11:29.082 PM 2/13/2018 , 3.811742, 46.78214, 49.08153, NaN, 0.950854, 32.98770, 0.415992, 0.411955, 0.409392, 0.938928, 0, 0, 3.963019, 46.78744, NaN 
1:11:30.093 PM 2/13/2018 , 3.838495, 46.77983, 49.09193, NaN, 0.950686, 32.98872, 0.416042, 0.411999, 0.409434, 0.938995, 0, 0, 3.963218, 46.78627, NaN 
1:11:31.095 PM 2/13/2018 , 4.157210, 46.78259, 49.10623, NaN, 0.950687, 32.98765, 0.416038, 0.411987, 0.409414, 0.938978, 0, 0, 3.963446, 46.78514, NaN 
1:11:32.086 PM 2/13/2018 , 3.726245, 46.77186, 49.11432, NaN, 0.950682, 32.98876, 0.416062, 0.412027, 0.409457, 0.938963, 0, 0, 3.963556, 46.78384, NaN 
1:11:33.087 PM 2/13/2018 , 4.302894, 46.77872, 49.12158, NaN, 0.950765, 32.98868, 0.416074, 0.412021, 0.409466, 0.939072, 0, 0, 3.963532, 46.78234, NaN 
1:11:34.079 PM 2/13/2018 , 3.692923, 46.77082, 49.13035, NaN, 0.950919, 32.98859, 0.416095, 0.412045, 0.409482, 0.939000, 0, 0, 3.963408, 46.78069, NaN 
1:11:35.090 PM 2/13/2018 , 4.181928, 46.77380, 49.14519, NaN, 0.950777, 32.98774, 0.416107, 0.412066, 0.409498, 0.939008, 0, 0, 3.963409, 46.77898, NaN 
1:11:36.092 PM 2/13/2018 , 3.851092, 46.77045, 49.15247, NaN, 0.951006, 32.98776, 0.416080, 0.412019, 0.409462, 0.938907, 0, 0, 3.963565, 46.77727, NaN 
1:11:37.093 PM 2/13/2018 , 3.815213, 46.76821, 49.16260, NaN, 0.950767, 32.98767, 0.416077, 0.412021, 0.409459, 0.938908, 0, 0, 3.963780, 46.77560, NaN 
1:11:38.095 PM 2/13/2018 , 4.187048, 46.77164, 49.17866, NaN, 0.950680, 32.98771, 0.416079, 0.412025, 0.409457, 0.938912, 0, 0, 3.963868, 46.77394, NaN 
1:11:39.076 PM 2/13/2018 , 3.718929, 46.76210, 49.18767, NaN, 0.950688, 32.98865, 0.416080, 0.412028, 0.409472, 0.938956, 0, 0, 3.963772, 46.77233, NaN 
1:11:40.088 PM 2/13/2018 , 4.309354, 46.76560, 49.19998, NaN, 0.950374, 32.98769, 0.416058, 0.412007, 0.409438, 0.938892, 0, 0, 3.963606, 46.77075, NaN 
1:11:41.089 PM 2/13/2018 , 3.697852, 46.75808, 49.21192, NaN, 0.950922, 32.98767, 0.415977, 0.411939, 0.409373, 0.938834, 0, 0, 3.963448, 46.76901, NaN 
1:11:42.090 PM 2/13/2018 , 4.118115, 46.76143, 49.21989, NaN, 0.950772, 32.98773, 0.416014, 0.411958, 0.409386, 0.938852, 0, 0, 3.963307, 46.76710, NaN 
1:11:43.092 PM 2/13/2018 , 3.906024, 46.75778, 49.23041, NaN, 0.950681, 32.98779, 0.416064, 0.412013, 0.409461, 0.938868, 0, 0, 3.963186, 46.76515, NaN 
1:11:44.083 PM 2/13/2018 , 3.792456, 46.75629, 49.24401, NaN, 0.950682, 32.98670, 0.416102, 0.412042, 0.409476, 0.938888, 0, 0, 3.963092, 46.76329, NaN 
1:11:45.085 PM 2/13/2018 , 4.215380, 46.75733, 49.25032, NaN, 0.950774, 32.98773, 0.416066, 0.412015, 0.409462, 0.938838, 0, 0, 3.962982, 46.76156, NaN 
1:11:46.086 PM 2/13/2018 , 3.709610, 46.74899, 49.26461, NaN, 0.950773, 32.98860, 0.416072, 0.412019, 0.409455, 0.938825, 0, 0, 3.962885, 46.75999, NaN 
1:11:47.098 PM 2/13/2018 , 4.312356, 46.75301, 49.27152, NaN, 0.950686, 32.98958, 0.416014, 0.411988, 0.409440, 0.938805, 0, 0, 3.962888, 46.75841, NaN 
1:11:48.099 PM 2/13/2018 , 3.707967, 46.74698, 49.27776, NaN, 0.950681, 32.98874, 0.416074, 0.412032, 0.409468, 0.938805, 0, 0, 3.962912, 46.75677, NaN 
1:11:49.080 PM 2/13/2018 , 4.045396, 46.74951, 49.28453, NaN, 0.951000, 32.98864, 0.416120, 0.412070, 0.409509, 0.938842, 0, 0, 3.962913, 46.75498, NaN 
1:11:50.092 PM 2/13/2018 , 3.964675, 46.74459, 49.30310, NaN, 0.950920, 32.98867, 0.416086, 0.412044, 0.409479, 0.938672, 0, 0, 3.962805, 46.75305, NaN 
1:11:51.093 PM 2/13/2018 , 3.773857, 46.74153, 49.31393, NaN, 0.950601, 32.98756, 0.416078, 0.412060, 0.409497, 0.938630, 0, 0, 3.962643, 46.75108, NaN 
1:11:52.085 PM 2/13/2018 , 4.236999, 46.74348, 49.32334, NaN, 0.950606, 32.98857, 0.416052, 0.412050, 0.409481, 0.938592, 0, 0, 3.962530, 46.74904, NaN 
1:11:53.096 PM 2/13/2018 , 3.702468, 46.73602, 49.33274, NaN, 0.950854, 32.98769, 0.416098, 0.412071, 0.409498, 0.938604, 0, 0, 3.962446, 46.74701, NaN 
1:11:54.088 PM 2/13/2018 , 4.307467, 46.74146, 49.34432, NaN, 0.950765, 32.98864, 0.416122, 0.412091, 0.409532, 0.938688, 0, 0, 3.962336, 46.74505, NaN 
1:11:55.109 PM 2/13/2018 , 3.727256, 46.73602, 49.35666, NaN, 0.951001, 32.98770, 0.416123, 0.412100, 0.409529, 0.938715, 0, 0, 3.962175, 46.74316, NaN 
1:11:56.101 PM 2/13/2018 , 3.976749, 46.73588, 49.36102, NaN, 0.950682, 32.98770, 0.416052, 0.412025, 0.409459, 0.938612, 0, 0, 3.962090, 46.74145, NaN 
1:11:57.092 PM 2/13/2018 , 4.024250, 46.73573, 49.37463, NaN, 0.950853, 32.98775, 0.416077, 0.412042, 0.409483, 0.938536, 0, 0, 3.962106, 46.73994, NaN 
1:11:58.093 PM 2/13/2018 , 3.756368, 46.73133, 49.37974, NaN, 0.950767, 32.98855, 0.416027, 0.412005, 0.409433, 0.938542, 0, 0, 3.962175, 46.73845, NaN 
1:11:59.095 PM 2/13/2018 , 4.258278, 46.73215, 49.38839, NaN, 0.950856, 32.98859, 0.415993, 0.411982, 0.409427, 0.938530, 0, 0, 3.962255, 46.73694, NaN 
1:12:00.096 PM 2/13/2018 , 3.694937, 46.72343, 49.39538, NaN, 0.950686, 32.98780, 0.416076, 0.412064, 0.409492, 0.938563, 0, 0, 3.962289, 46.73543, NaN 
1:12:01.088 PM 2/13/2018 , 4.290252, 46.72932, 49.39952, NaN, 0.951082, 32.98859, 0.416021, 0.412022, 0.409457, 0.938669, 0, 0, 3.962311, 46.73379, NaN 
1:12:02.099 PM 2/13/2018 , 3.752053, 46.72269, 49.40658, NaN, 0.950764, 32.98770, 0.416102, 0.412064, 0.409490, 0.938572, 0, 0, 3.962269, 46.73201, NaN 
1:12:03.101 PM 2/13/2018 , 3.911872, 46.72001, 49.41846, NaN, 0.950769, 32.98777, 0.416037, 0.412038, 0.409460, 0.938582, 0, 0, 3.962264, 46.73008, NaN 
1:12:04.092 PM 2/13/2018 , 4.082031, 46.72045, 49.42891, NaN, 0.950858, 32.98770, 0.416062, 0.412022, 0.409429, 0.938528, 0, 0, 3.962278, 46.72803, NaN 
1:12:05.093 PM 2/13/2018 , 3.742366, 46.71405, 49.43793, NaN, 0.950775, 32.98769, 0.416059, 0.412023, 0.409458, 0.938583, 0, 0, 3.962193, 46.72589, NaN 
1:12:06.105 PM 2/13/2018 , 4.275738, 46.71859, 49.44598, NaN, 0.950685, 32.98769, 0.416044, 0.412028, 0.409463, 0.938580, 0, 0, 3.961962, 46.72376, NaN 
1:12:07.096 PM 2/13/2018 , 3.690669, 46.71658, 49.44875, NaN, 0.950849, 32.98770, 0.416048, 0.412017, 0.409449, 0.938643, 0, 0, 3.961653, 46.72175, NaN 
1:12:08.088 PM 2/13/2018 , 4.257492, 46.71218, 49.45506, NaN, 0.950764, 32.98772, 0.416024, 0.412020, 0.409451, 0.938589, 0, 0, 3.961458, 46.72003, NaN 
1:12:09.089 PM 2/13/2018 , 3.781958, 46.71240, 49.46010, NaN, 0.950937, 32.98772, 0.416055, 0.412038, 0.409475, 0.938720, 0, 0, 3.961398, 46.71854, NaN 
1:12:10.101 PM 2/13/2018 , 3.859317, 46.71166, 49.47323, NaN, 0.950943, 32.98770, 0.416049, 0.412035, 0.409472, 0.938644, 0, 0, 3.961388, 46.71704, NaN 
1:12:11.092 PM 2/13/2018 , 4.131485, 46.70726, 49.47917, NaN, 0.950684, 32.98382, 0.416015, 0.412005, 0.409432, 0.938620, 0, 0, 3.961275, 46.71546, NaN 
1:12:12.094 PM 2/13/2018 , 3.730969, 46.70525, 49.49201, NaN, 0.950765, 32.98484, 0.416005, 0.412009, 0.409443, 0.938603, 0, 0, 3.961086, 46.71384, NaN 
1:12:13.095 PM 2/13/2018 , 4.290118, 46.70339, 49.50942, NaN, 0.950855, 32.98579, 0.415932, 0.411931, 0.409361, 0.938526, 0, 0, 3.960921, 46.71217, NaN 
1:12:14.096 PM 2/13/2018 , 3.689021, 46.70451, 49.50867, NaN, 0.950768, 32.98586, 0.415905, 0.411920, 0.409354, 0.938475, 0, 0, 3.960763, 46.71051, NaN 
1:12:15.098 PM 2/13/2018 , 4.209787, 46.70541, 49.52007, NaN, 0.950682, 32.98862, 0.415992, 0.411978, 0.409417, 0.938512, 0, 0, 3.960652, 46.70883, NaN 
1:12:16.099 PM 2/13/2018 , 3.822545, 46.70064, 49.52487, NaN, 0.951168, 32.98765, 0.416011, 0.411990, 0.409418, 0.938468, 0, 0, 3.960575, 46.70740, NaN 
1:12:17.091 PM 2/13/2018 , 3.825458, 46.69847, 49.53619, NaN, 0.950854, 32.98770, 0.415972, 0.411956, 0.409377, 0.938510, 0, 0, 3.960469, 46.70612, NaN 
1:12:18.102 PM 2/13/2018 , 4.166917, 46.70004, 49.54233, NaN, 0.950681, 32.98862, 0.416031, 0.412008, 0.409439, 0.938552, 0, 0, 3.960305, 46.70448, NaN 
1:12:19.104 PM 2/13/2018 , 3.720519, 46.69177, 49.54810, NaN, 0.950767, 32.98766, 0.416044, 0.412030, 0.409472, 0.938592, 0, 0, 3.960167, 46.70259, NaN 
1:12:20.085 PM 2/13/2018 , 4.301983, 46.70101, 49.56106, NaN, 0.950680, 32.98773, 0.416090, 0.412062, 0.409511, 0.938771, 0, 0, 3.960124, 46.70079, NaN 
1:12:21.097 PM 2/13/2018 , 3.691290, 46.69043, 49.56706, NaN, 0.950848, 32.98878, 0.416035, 0.412018, 0.409457, 0.938650, 0, 0, 3.960108, 46.69924, NaN 
1:12:22.098 PM 2/13/2018 , 4.146910, 46.69415, 49.57312, NaN, 0.950766, 32.98765, 0.416057, 0.412024, 0.409453, 0.938524, 0, 0, 3.960071, 46.69797, NaN 
1:12:23.099 PM 2/13/2018 , 3.876450, 46.68931, 49.58105, NaN, 0.950774, 32.98773, 0.416037, 0.412017, 0.409459, 0.938538, 0, 0, 3.959996, 46.69674, NaN 
1:12:24.091 PM 2/13/2018 , 3.799914, 46.68775, 49.58577, NaN, 0.950861, 32.98772, 0.416067, 0.412038, 0.409486, 0.938600, 0, 0, 3.959915, 46.69530, NaN 
1:12:25.102 PM 2/13/2018 , 4.201369, 46.68938, 49.58749, NaN, 0.950599, 32.98765, 0.416075, 0.412064, 0.409498, 0.938504, 0, 0, 3.959886, 46.69366, NaN 
1:12:26.094 PM 2/13/2018 , 3.711524, 46.68387, 49.59115, NaN, 0.950365, 32.98672, 0.416101, 0.412076, 0.409521, 0.938559, 0, 0, 3.960017, 46.69202, NaN 
1:12:27.085 PM 2/13/2018 , 4.308806, 46.68708, 49.59894, NaN, 0.950769, 32.98779, 0.416102, 0.412075, 0.409520, 0.938584, 0, 0, 3.960342, 46.69049, NaN 
1:12:28.097 PM 2/13/2018 , 3.701424, 46.67888, 49.60035, NaN, 0.950769, 32.98863, 0.416082, 0.412071, 0.409510, 0.938505, 0, 0, 3.960666, 46.68904, NaN 
1:12:29.088 PM 2/13/2018 , 4.065979, 46.68171, 49.60768, NaN, 0.950687, 32.98862, 0.416102, 0.412092, 0.409528, 0.938480, 0, 0, 3.960792, 46.68743, NaN 
1:12:30.109 PM 2/13/2018 , 3.944061, 46.67955, 49.61329, NaN, 0.950769, 32.98854, 0.416103, 0.412085, 0.409527, 0.938445, 0, 0, 3.960688, 46.68557, NaN 
1:12:31.091 PM 2/13/2018 , 3.775309, 46.67597, 49.62046, NaN, 0.950540, 32.98768, 0.416119, 0.412097, 0.409536, 0.938460, 0, 0, 3.960484, 46.68369, NaN 
1:12:32.092 PM 2/13/2018 , 4.229401, 46.67448, 49.62994, NaN, 0.950766, 32.98864, 0.416087, 0.412072, 0.409493, 0.938397, 0, 0, 3.960232, 46.68204, NaN 
1:12:33.104 PM 2/13/2018 , 3.701792, 46.66949, 49.63353, NaN, 0.950769, 32.98769, 0.416167, 0.412125, 0.409572, 0.938455, 0, 0, 3.959992, 46.68053, NaN 
1:12:34.095 PM 2/13/2018 , 4.306483, 46.67403, 49.64338, NaN, 0.950851, 32.98862, 0.416185, 0.412140, 0.409585, 0.938463, 0, 0, 3.959866, 46.67887, NaN 
1:12:35.097 PM 2/13/2018 , 3.718588, 46.67143, 49.65315, NaN, 0.950682, 32.98777, 0.416151, 0.412114, 0.409544, 0.938414, 0, 0, 3.959825, 46.67706, NaN 
