Datetime, D6063059, 1stStgSens, Tube, Null, 2ndStgHeat, 1stStgHeat, AIO 1, AIO 2, AIO 3, AIO 4, DIO, Relays, V1, V2, V3
10:51:13.391 AM 2/13/2018 , 187.6760, 160.4203, 335.5513, NaN, 0.950848, 32.98402, 0.416345, 0.412388, 0.409773, 0.938359, 0, 0, 188.1930, 160.9046, NaN 
10:51:14.402 AM 2/13/2018 , 187.5480, 160.3046, 335.4375, NaN, 0.950760, 32.98399, 0.416355, 0.412374, 0.409785, 0.938357, 0, 0, 188.0695, 160.7891, NaN 
10:51:15.403 AM 2/13/2018 , 187.4281, 160.1893, 335.3222, NaN, 0.950933, 32.98294, 0.416369, 0.412359, 0.409798, 0.938463, 0, 0, 187.9459, 160.6736, NaN 
10:51:16.385 AM 2/13/2018 , 187.3041, 160.0752, 335.2051, NaN, 0.951023, 32.98495, 0.416340, 0.412323, 0.409769, 0.938458, 0, 0, 187.8224, 160.5583, NaN 
10:51:17.416 AM 2/13/2018 , 187.1814, 159.9602, 335.0870, NaN, 0.951025, 32.98294, 0.416340, 0.412317, 0.409768, 0.938366, 0, 0, 187.6988, 160.4431, NaN 
10:51:18.398 AM 2/13/2018 , 187.0546, 159.8463, 334.9679, NaN, 0.951023, 32.98383, 0.416322, 0.412313, 0.409744, 0.938401, 0, 0, 187.5753, 160.3280, NaN 
10:51:19.399 AM 2/13/2018 , 186.9325, 159.7326, 334.8487, NaN, 0.951026, 32.98287, 0.416360, 0.412342, 0.409781, 0.938400, 0, 0, 187.4518, 160.2131, NaN 
10:51:20.381 AM 2/13/2018 , 186.8068, 159.6184, 334.7296, NaN, 0.950942, 32.98283, 0.416380, 0.412352, 0.409802, 0.938433, 0, 0, 187.3282, 160.0984, NaN 
10:51:21.392 AM 2/13/2018 , 186.6820, 159.5054, 334.6113, NaN, 0.951154, 32.98393, 0.416371, 0.412357, 0.409800, 0.938431, 0, 0, 187.2044, 159.9839, NaN 
10:51:22.403 AM 2/13/2018 , 186.5626, 159.3920, 334.4941, NaN, 0.951111, 32.98382, 0.416330, 0.412319, 0.409750, 0.938355, 0, 0, 187.0805, 159.8697, NaN 
10:51:23.385 AM 2/13/2018 , 186.4376, 159.2784, 334.3797, NaN, 0.951019, 32.98281, 0.416377, 0.412372, 0.409791, 0.938313, 0, 0, 186.9566, 159.7557, NaN 
10:51:24.396 AM 2/13/2018 , 186.3137, 159.1634, 334.2677, NaN, 0.951022, 32.98382, 0.416391, 0.412381, 0.409820, 0.938386, 0, 0, 186.8328, 159.6420, NaN 
10:51:25.408 AM 2/13/2018 , 186.1878, 159.0471, 334.1578, NaN, 0.951109, 32.98277, 0.416405, 0.412385, 0.409816, 0.938346, 0, 0, 186.7090, 159.5283, NaN 
10:51:26.389 AM 2/13/2018 , 186.0652, 158.9312, 334.0487, NaN, 0.951411, 32.98371, 0.416387, 0.412359, 0.409799, 0.938312, 0, 0, 186.5853, 159.4144, NaN 
10:51:27.391 AM 2/13/2018 , 185.9437, 158.8132, 333.9392, NaN, 0.951114, 32.98376, 0.416394, 0.412356, 0.409803, 0.938318, 0, 0, 186.4614, 159.3001, NaN 
10:51:28.412 AM 2/13/2018 , 185.8146, 158.6936, 333.8296, NaN, 0.951022, 32.98369, 0.416353, 0.412338, 0.409771, 0.938354, 0, 0, 186.3376, 159.1851, NaN 
10:51:29.394 AM 2/13/2018 , 185.6961, 158.5735, 333.7204, NaN, 0.951196, 32.98372, 0.416366, 0.412345, 0.409782, 0.938281, 0, 0, 186.2139, 159.0693, NaN 
10:51:30.405 AM 2/13/2018 , 185.5695, 158.4530, 333.6095, NaN, 0.951205, 32.98458, 0.416409, 0.412390, 0.409828, 0.938269, 0, 0, 186.0902, 158.9525, NaN 
10:51:31.386 AM 2/13/2018 , 185.4482, 158.3338, 333.4986, NaN, 0.951501, 32.98366, 0.416417, 0.412396, 0.409835, 0.938329, 0, 0, 185.9663, 158.8347, NaN 
10:51:32.398 AM 2/13/2018 , 185.3213, 158.2140, 333.3880, NaN, 0.951018, 32.98364, 0.416400, 0.412392, 0.409829, 0.938339, 0, 0, 185.8423, 158.7159, NaN 
10:51:33.379 AM 2/13/2018 , 185.1976, 158.0963, 333.2776, NaN, 0.951283, 32.98355, 0.416417, 0.412417, 0.409852, 0.938342, 0, 0, 185.7185, 158.5966, NaN 
10:51:34.391 AM 2/13/2018 , 185.0766, 157.9801, 333.1662, NaN, 0.951196, 32.98358, 0.416411, 0.412394, 0.409833, 0.938349, 0, 0, 185.5947, 158.4772, NaN 
10:51:35.392 AM 2/13/2018 , 184.9496, 157.8655, 333.0533, NaN, 0.950550, 32.98365, 0.416373, 0.412375, 0.409809, 0.938280, 0, 0, 185.4710, 158.3580, NaN 
10:51:36.394 AM 2/13/2018 , 184.8310, 157.7523, 332.9399, NaN, 0.950457, 32.98448, 0.416415, 0.412400, 0.409832, 0.938235, 0, 0, 185.3474, 158.2395, NaN 
10:51:37.395 AM 2/13/2018 , 184.7029, 157.6397, 332.8288, NaN, 0.950716, 32.98452, 0.416418, 0.412406, 0.409837, 0.938331, 0, 0, 185.2238, 158.1220, NaN 
10:51:38.376 AM 2/13/2018 , 184.5799, 157.5276, 332.7201, NaN, 0.950635, 32.98446, 0.416388, 0.412383, 0.409826, 0.938283, 0, 0, 185.1002, 158.0057, NaN 
10:51:39.398 AM 2/13/2018 , 184.4537, 157.4163, 332.6117, NaN, 0.950717, 32.98348, 0.416396, 0.412370, 0.409806, 0.938234, 0, 0, 184.9765, 157.8907, NaN 
10:51:40.409 AM 2/13/2018 , 184.3323, 157.3066, 332.5035, NaN, 0.950801, 32.98352, 0.416400, 0.412385, 0.409822, 0.938264, 0, 0, 184.8526, 157.7767, NaN 
10:51:41.421 AM 2/13/2018 , 184.2096, 157.1947, 332.3937, NaN, 0.950717, 32.98344, 0.416385, 0.412381, 0.409824, 0.938258, 0, 0, 184.7286, 157.6637, NaN 
10:51:42.402 AM 2/13/2018 , 184.0858, 157.0850, 332.2844, NaN, 0.950807, 32.98538, 0.416414, 0.412391, 0.409831, 0.938256, 0, 0, 184.6047, 157.5515, NaN 
10:51:43.404 AM 2/13/2018 , 183.9631, 156.9730, 332.1746, NaN, 0.950548, 32.98441, 0.416412, 0.412393, 0.409833, 0.938211, 0, 0, 184.4810, 157.4400, NaN 
10:51:44.395 AM 2/13/2018 , 183.8364, 156.8616, 332.0635, NaN, 0.950718, 32.98346, 0.416372, 0.412364, 0.409790, 0.938224, 0, 0, 184.3574, 157.3288, NaN 
10:51:45.397 AM 2/13/2018 , 183.7143, 156.7518, 331.9526, NaN, 0.950714, 32.98336, 0.416380, 0.412370, 0.409817, 0.938244, 0, 0, 184.2338, 157.2177, NaN 
10:51:46.408 AM 2/13/2018 , 183.5894, 156.6414, 331.8412, NaN, 0.950720, 32.98247, 0.416360, 0.412350, 0.409783, 0.938225, 0, 0, 184.1101, 157.1067, NaN 
10:51:47.409 AM 2/13/2018 , 183.4672, 156.5307, 331.7298, NaN, 0.950806, 32.98249, 0.416387, 0.412369, 0.409808, 0.938230, 0, 0, 183.9865, 156.9957, NaN 
10:51:48.401 AM 2/13/2018 , 183.3465, 156.4206, 331.6162, NaN, 0.950714, 32.98234, 0.416409, 0.412387, 0.409825, 0.938308, 0, 0, 183.8628, 156.8849, NaN 
10:51:49.392 AM 2/13/2018 , 183.2215, 156.3100, 331.5004, NaN, 0.950811, 32.98426, 0.416398, 0.412386, 0.409829, 0.938249, 0, 0, 183.7391, 156.7742, NaN 
10:51:50.404 AM 2/13/2018 , 183.0995, 156.1983, 331.3833, NaN, 0.950721, 32.98234, 0.416354, 0.412345, 0.409789, 0.938269, 0, 0, 183.6156, 156.6636, NaN 
10:51:51.405 AM 2/13/2018 , 182.9706, 156.0853, 331.2649, NaN, 0.950810, 32.98429, 0.416390, 0.412374, 0.409808, 0.938301, 0, 0, 183.4924, 156.5531, NaN 
10:51:52.417 AM 2/13/2018 , 182.8513, 155.9734, 331.1456, NaN, 0.950810, 32.98321, 0.416376, 0.412358, 0.409798, 0.938293, 0, 0, 183.3692, 156.4424, NaN 
10:51:53.408 AM 2/13/2018 , 182.7242, 155.8581, 331.0266, NaN, 0.951280, 32.98338, 0.416368, 0.412357, 0.409792, 0.938284, 0, 0, 183.2458, 156.3313, NaN 
10:51:54.410 AM 2/13/2018 , 182.6017, 155.7427, 330.9059, NaN, 0.950896, 32.98328, 0.416325, 0.412328, 0.409761, 0.938228, 0, 0, 183.1220, 156.2196, NaN 
10:51:55.401 AM 2/13/2018 , 182.4824, 155.6271, 330.7847, NaN, 0.951282, 32.98411, 0.416327, 0.412333, 0.409775, 0.938280, 0, 0, 182.9982, 156.1072, NaN 
10:51:56.402 AM 2/13/2018 , 182.3533, 155.5089, 330.6650, NaN, 0.950890, 32.98501, 0.416386, 0.412378, 0.409809, 0.938289, 0, 0, 182.8744, 155.9938, NaN 
10:51:57.384 AM 2/13/2018 , 182.2329, 155.3930, 330.5462, NaN, 0.950896, 32.98516, 0.416376, 0.412371, 0.409796, 0.938290, 0, 0, 182.7507, 155.8795, NaN 
10:51:58.395 AM 2/13/2018 , 182.1061, 155.2759, 330.4283, NaN, 0.950979, 32.98413, 0.416394, 0.412369, 0.409811, 0.938314, 0, 0, 182.6271, 155.7643, NaN 
10:51:59.407 AM 2/13/2018 , 181.9830, 155.1605, 330.3108, NaN, 0.950894, 32.98413, 0.416398, 0.412393, 0.409822, 0.938360, 0, 0, 182.5034, 155.6484, NaN 
10:52:00.418 AM 2/13/2018 , 181.8571, 155.0451, 330.1935, NaN, 0.950896, 32.98305, 0.416389, 0.412369, 0.409801, 0.938311, 0, 0, 182.3796, 155.5323, NaN 
10:52:01.400 AM 2/13/2018 , 181.7342, 154.9334, 330.0740, NaN, 0.951069, 32.98320, 0.416378, 0.412365, 0.409802, 0.938297, 0, 0, 182.2556, 155.4161, NaN 
10:52:02.401 AM 2/13/2018 , 181.6134, 154.8223, 329.9542, NaN, 0.951069, 32.98508, 0.416399, 0.412391, 0.409820, 0.938323, 0, 0, 182.1316, 155.3002, NaN 
10:52:03.412 AM 2/13/2018 , 181.4870, 154.7128, 329.8335, NaN, 0.950977, 32.98398, 0.416379, 0.412367, 0.409798, 0.938287, 0, 0, 182.0077, 155.1850, NaN 
10:52:04.404 AM 2/13/2018 , 181.3667, 154.6040, 329.7134, NaN, 0.950980, 32.98400, 0.416390, 0.412379, 0.409807, 0.938230, 0, 0, 181.8839, 155.0710, NaN 
10:52:05.405 AM 2/13/2018 , 181.2400, 154.4959, 329.5944, NaN, 0.950983, 32.98300, 0.416385, 0.412372, 0.409809, 0.938266, 0, 0, 181.7601, 154.9582, NaN 
10:52:06.407 AM 2/13/2018 , 181.1191, 154.3874, 329.4766, NaN, 0.950762, 32.98401, 0.416405, 0.412391, 0.409827, 0.938327, 0, 0, 181.6365, 154.8468, NaN 
10:52:07.398 AM 2/13/2018 , 180.9946, 154.2789, 329.3600, NaN, 0.950979, 32.98299, 0.416417, 0.412397, 0.409846, 0.938371, 0, 0, 181.5130, 154.7364, NaN 
10:52:08.420 AM 2/13/2018 , 180.8703, 154.1705, 329.2449, NaN, 0.950898, 32.98296, 0.416427, 0.412409, 0.409850, 0.938290, 0, 0, 181.3895, 154.6269, NaN 
10:52:09.401 AM 2/13/2018 , 180.7500, 154.0604, 329.1301, NaN, 0.951462, 32.98497, 0.416402, 0.412384, 0.409816, 0.938294, 0, 0, 181.2660, 154.5179, NaN 
10:52:10.403 AM 2/13/2018 , 180.6217, 153.9489, 329.0157, NaN, 0.951159, 32.98397, 0.416382, 0.412380, 0.409817, 0.938312, 0, 0, 181.1426, 154.4092, NaN 
10:52:11.414 AM 2/13/2018 , 180.5023, 153.8348, 328.9023, NaN, 0.951154, 32.98390, 0.416374, 0.412360, 0.409801, 0.938307, 0, 0, 181.0191, 154.3002, NaN 
10:52:12.405 AM 2/13/2018 , 180.3758, 153.7213, 328.7879, NaN, 0.951156, 32.98394, 0.416384, 0.412371, 0.409794, 0.938357, 0, 0, 180.8958, 154.1907, NaN 
10:52:13.417 AM 2/13/2018 , 180.2538, 153.6056, 328.6726, NaN, 0.951255, 32.98396, 0.416399, 0.412371, 0.409805, 0.938348, 0, 0, 180.7724, 154.0803, NaN 
10:52:14.418 AM 2/13/2018 , 180.1288, 153.4917, 328.5559, NaN, 0.951455, 32.98291, 0.416394, 0.412374, 0.409799, 0.938343, 0, 0, 180.6490, 153.9687, NaN 
10:52:15.400 AM 2/13/2018 , 180.0036, 153.3764, 328.4385, NaN, 0.951244, 32.98586, 0.416370, 0.412355, 0.409787, 0.938355, 0, 0, 180.5253, 153.8562, NaN 
10:52:16.421 AM 2/13/2018 , 179.8838, 153.2636, 328.3219, NaN, 0.951168, 32.98379, 0.416351, 0.412331, 0.409775, 0.938381, 0, 0, 180.4015, 153.7427, NaN 
10:52:17.403 AM 2/13/2018 , 179.7577, 153.1504, 328.2061, NaN, 0.951164, 32.98494, 0.416375, 0.412359, 0.409793, 0.938404, 0, 0, 180.2775, 153.6286, NaN 
10:52:18.404 AM 2/13/2018 , 179.6356, 153.0381, 328.0922, NaN, 0.951069, 32.98277, 0.416403, 0.412361, 0.409810, 0.938541, 0, 0, 180.1536, 153.5143, NaN 
10:52:19.405 AM 2/13/2018 , 179.5120, 152.9278, 327.9766, NaN, 0.951151, 32.98185, 0.416353, 0.412328, 0.409766, 0.938378, 0, 0, 180.0300, 153.4002, NaN 
10:52:20.397 AM 2/13/2018 , 179.3885, 152.8191, 327.8604, NaN, 0.951155, 32.98380, 0.416391, 0.412362, 0.409788, 0.938395, 0, 0, 179.9065, 153.2867, NaN 
10:52:21.388 AM 2/13/2018 , 179.2644, 152.7110, 327.7421, NaN, 0.951154, 32.98274, 0.416343, 0.412322, 0.409760, 0.938427, 0, 0, 179.7830, 153.1740, NaN 
10:52:22.390 AM 2/13/2018 , 179.1374, 152.6041, 327.6263, NaN, 0.950760, 32.98468, 0.416424, 0.412389, 0.409825, 0.938492, 0, 0, 179.6595, 153.0624, NaN 
10:52:23.401 AM 2/13/2018 , 179.0162, 152.4972, 327.5099, NaN, 0.950676, 32.98466, 0.416385, 0.412362, 0.409793, 0.938424, 0, 0, 179.5358, 152.9519, NaN 
10:52:24.383 AM 2/13/2018 , 178.8910, 152.3921, 327.3930, NaN, 0.950504, 32.98362, 0.416422, 0.412404, 0.409845, 0.938444, 0, 0, 179.4121, 152.8426, NaN 
10:52:25.384 AM 2/13/2018 , 178.7677, 152.2849, 327.2760, NaN, 0.950679, 32.98368, 0.416404, 0.412374, 0.409805, 0.938369, 0, 0, 179.2883, 152.7343, NaN 
10:52:26.396 AM 2/13/2018 , 178.6450, 152.1786, 327.1565, NaN, 0.950766, 32.98360, 0.416350, 0.412360, 0.409782, 0.938347, 0, 0, 179.1645, 152.6268, NaN 
10:52:27.407 AM 2/13/2018 , 178.5191, 152.0701, 327.0382, NaN, 0.950587, 32.98366, 0.416391, 0.412410, 0.409802, 0.938400, 0, 0, 179.0406, 152.5198, NaN 
10:52:28.408 AM 2/13/2018 , 178.3974, 151.9605, 326.9189, NaN, 0.950679, 32.98561, 0.416354, 0.412381, 0.409767, 0.938340, 0, 0, 178.9167, 152.4130, NaN 
10:52:29.420 AM 2/13/2018 , 178.2714, 151.8494, 326.8022, NaN, 0.950762, 32.98452, 0.416398, 0.412463, 0.409812, 0.938374, 0, 0, 178.7930, 152.3060, NaN 
10:52:30.401 AM 2/13/2018 , 178.1498, 151.7387, 326.6859, NaN, 0.950673, 32.98453, 0.416369, 0.412456, 0.409790, 0.938329, 0, 0, 178.6692, 152.1985, NaN 
10:52:31.403 AM 2/13/2018 , 178.0240, 151.6267, 326.5690, NaN, 0.950766, 32.98352, 0.416382, 0.412469, 0.409814, 0.938319, 0, 0, 178.5453, 152.0901, NaN 
10:52:32.414 AM 2/13/2018 , 177.9016, 151.5141, 326.4517, NaN, 0.950675, 32.98458, 0.416334, 0.412428, 0.409754, 0.938267, 0, 0, 178.4214, 151.9808, NaN 
10:52:33.416 AM 2/13/2018 , 177.7771, 151.4021, 326.3331, NaN, 0.950946, 32.98355, 0.416361, 0.412456, 0.409786, 0.938253, 0, 0, 178.2975, 151.8706, NaN 
10:52:34.397 AM 2/13/2018 , 177.6544, 151.2902, 326.2148, NaN, 0.950857, 32.98246, 0.416275, 0.412375, 0.409704, 0.938189, 0, 0, 178.1736, 151.7597, NaN 
10:52:35.398 AM 2/13/2018 , 177.5298, 151.1772, 326.0967, NaN, 0.950940, 32.98450, 0.416233, 0.412344, 0.409678, 0.938128, 0, 0, 178.0498, 151.6483, NaN 
10:52:36.390 AM 2/13/2018 , 177.4043, 151.0656, 325.9794, NaN, 0.950852, 32.98445, 0.416237, 0.412333, 0.409676, 0.938191, 0, 0, 177.9261, 151.5365, NaN 
10:52:37.391 AM 2/13/2018 , 177.2841, 150.9543, 325.8647, NaN, 0.950849, 32.98343, 0.416224, 0.412332, 0.409649, 0.938157, 0, 0, 177.8023, 151.4244, NaN 
10:52:38.403 AM 2/13/2018 , 177.1584, 150.8428, 325.7519, NaN, 0.950942, 32.98340, 0.416275, 0.412371, 0.409705, 0.938247, 0, 0, 177.6784, 151.3123, NaN 
10:52:39.404 AM 2/13/2018 , 177.0371, 150.7306, 325.6425, NaN, 0.950944, 32.98347, 0.416262, 0.412352, 0.409681, 0.938251, 0, 0, 177.5546, 151.2003, NaN 
10:52:40.416 AM 2/13/2018 , 176.9143, 150.6191, 325.5327, NaN, 0.951026, 32.98354, 0.416292, 0.412383, 0.409711, 0.938216, 0, 0, 177.4311, 151.0885, NaN 
10:52:41.397 AM 2/13/2018 , 176.7895, 150.5084, 325.4237, NaN, 0.950940, 32.98341, 0.416362, 0.412442, 0.409763, 0.938247, 0, 0, 177.3076, 150.9767, NaN 
10:52:42.409 AM 2/13/2018 , 176.6699, 150.3972, 325.3138, NaN, 0.951332, 32.98428, 0.416395, 0.412488, 0.409804, 0.938284, 0, 0, 177.1842, 150.8649, NaN 
10:52:43.400 AM 2/13/2018 , 176.5419, 150.2864, 325.2012, NaN, 0.950945, 32.98437, 0.416334, 0.412429, 0.409738, 0.938259, 0, 0, 177.0611, 150.7533, NaN 
10:52:44.381 AM 2/13/2018 , 176.4195, 150.1765, 325.0877, NaN, 0.950938, 32.98328, 0.416341, 0.412449, 0.409798, 0.938224, 0, 0, 176.9380, 150.6418, NaN 
10:52:45.403 AM 2/13/2018 , 176.2964, 150.0676, 324.9721, NaN, 0.951025, 32.98433, 0.416411, 0.412506, 0.409860, 0.938304, 0, 0, 176.8148, 150.5305, NaN 
10:52:46.404 AM 2/13/2018 , 176.1729, 149.9595, 324.8553, NaN, 0.950946, 32.98224, 0.416410, 0.412507, 0.409879, 0.938288, 0, 0, 176.6915, 150.4197, NaN 
10:52:47.406 AM 2/13/2018 , 176.0484, 149.8541, 324.7375, NaN, 0.950856, 32.98531, 0.416384, 0.412471, 0.409859, 0.938218, 0, 0, 176.5681, 150.3094, NaN 
10:52:48.417 AM 2/13/2018 , 175.9242, 149.7490, 324.6203, NaN, 0.950937, 32.98425, 0.416313, 0.412405, 0.409784, 0.938134, 0, 0, 176.4446, 150.1997, NaN 
10:52:49.399 AM 2/13/2018 , 175.8042, 149.6459, 324.5025, NaN, 0.950809, 32.98221, 0.416363, 0.412446, 0.409792, 0.938186, 0, 0, 176.3209, 150.0911, NaN 
10:52:50.400 AM 2/13/2018 , 175.6770, 149.5425, 324.3848, NaN, 0.951027, 32.98421, 0.416424, 0.412504, 0.409903, 0.938246, 0, 0, 176.1972, 149.9835, NaN 
10:52:51.401 AM 2/13/2018 , 175.5532, 149.4392, 324.2673, NaN, 0.951118, 32.98318, 0.416412, 0.412484, 0.409919, 0.938169, 0, 0, 176.0735, 149.8771, NaN 
10:52:52.393 AM 2/13/2018 , 175.4313, 149.3366, 324.1482, NaN, 0.951206, 32.98419, 0.416414, 0.412493, 0.409908, 0.938244, 0, 0, 175.9498, 149.7719, NaN 
10:52:53.414 AM 2/13/2018 , 175.3058, 149.2330, 324.0299, NaN, 0.951207, 32.98221, 0.416406, 0.412499, 0.409902, 0.938141, 0, 0, 175.8262, 149.6676, NaN 
10:52:54.406 AM 2/13/2018 , 175.1818, 149.1289, 323.9098, NaN, 0.951208, 32.98505, 0.416373, 0.412472, 0.409884, 0.938138, 0, 0, 175.7026, 149.5639, NaN 
10:52:55.407 AM 2/13/2018 , 175.0561, 149.0233, 323.7915, NaN, 0.951208, 32.98421, 0.416382, 0.412486, 0.409920, 0.938096, 0, 0, 175.5789, 149.4604, NaN 
10:52:56.389 AM 2/13/2018 , 174.9353, 148.9165, 323.6741, NaN, 0.951113, 32.98325, 0.416390, 0.412479, 0.409917, 0.938079, 0, 0, 175.4548, 149.3568, NaN 
10:52:57.400 AM 2/13/2018 , 174.8098, 148.8092, 323.5557, NaN, 0.951593, 32.98410, 0.416413, 0.412497, 0.409943, 0.938086, 0, 0, 175.3308, 149.2529, NaN 
10:52:58.392 AM 2/13/2018 , 174.6858, 148.7011, 323.4381, NaN, 0.951115, 32.98417, 0.416404, 0.412501, 0.409933, 0.938044, 0, 0, 175.2068, 149.1483, NaN 
10:52:59.403 AM 2/13/2018 , 174.5624, 148.5925, 323.3198, NaN, 0.951209, 32.98408, 0.416356, 0.412452, 0.409886, 0.937969, 0, 0, 175.0829, 149.0428, NaN 
10:53:00.404 AM 2/13/2018 , 174.4377, 148.4831, 323.2015, NaN, 0.951201, 32.98301, 0.416391, 0.412491, 0.409917, 0.937914, 0, 0, 174.9590, 148.9365, NaN 
10:53:01.416 AM 2/13/2018 , 174.3159, 148.3753, 323.0849, NaN, 0.950637, 32.98503, 0.416372, 0.412473, 0.409916, 0.937915, 0, 0, 174.8350, 148.8293, NaN 
10:53:02.397 AM 2/13/2018 , 174.1893, 148.2649, 322.9667, NaN, 0.950555, 32.98497, 0.416437, 0.412528, 0.409978, 0.938042, 0, 0, 174.7109, 148.7215, NaN 
10:53:03.409 AM 2/13/2018 , 174.0682, 148.1571, 322.8514, NaN, 0.950634, 32.98497, 0.416429, 0.412517, 0.409969, 0.938013, 0, 0, 174.5870, 148.6133, NaN 
10:53:04.390 AM 2/13/2018 , 173.9414, 148.0487, 322.7375, NaN, 0.950723, 32.98304, 0.416412, 0.412526, 0.409961, 0.938037, 0, 0, 174.4632, 148.5049, NaN 
10:53:05.402 AM 2/13/2018 , 173.8196, 147.9412, 322.6257, NaN, 0.950549, 32.98292, 0.416436, 0.412536, 0.409979, 0.938067, 0, 0, 174.3394, 148.3963, NaN 
10:53:06.403 AM 2/13/2018 , 173.6946, 147.8324, 322.5133, NaN, 0.950546, 32.98296, 0.416436, 0.412527, 0.409971, 0.938025, 0, 0, 174.2155, 148.2876, NaN 
10:53:07.404 AM 2/13/2018 , 173.5709, 147.7242, 322.3999, NaN, 0.950724, 32.98395, 0.416381, 0.412473, 0.409917, 0.937947, 0, 0, 174.0916, 148.1791, NaN 
10:53:08.396 AM 2/13/2018 , 173.4496, 147.6158, 322.2872, NaN, 0.950640, 32.98286, 0.416424, 0.412498, 0.409951, 0.938027, 0, 0, 173.9677, 148.0707, NaN 
10:53:09.387 AM 2/13/2018 , 173.3223, 147.5076, 322.1755, NaN, 0.950637, 32.98402, 0.416424, 0.412513, 0.409955, 0.938031, 0, 0, 173.8438, 147.9624, NaN 
10:53:10.409 AM 2/13/2018 , 173.2002, 147.3991, 322.0630, NaN, 0.950636, 32.98386, 0.416399, 0.412491, 0.409932, 0.937995, 0, 0, 173.7200, 147.8541, NaN 
10:53:11.400 AM 2/13/2018 , 173.0749, 147.2921, 321.9496, NaN, 0.950807, 32.98379, 0.416428, 0.412514, 0.409961, 0.938044, 0, 0, 173.5962, 147.7458, NaN 
10:53:12.422 AM 2/13/2018 , 172.9523, 147.1853, 321.8393, NaN, 0.950722, 32.98292, 0.416418, 0.412509, 0.409956, 0.938019, 0, 0, 173.4724, 147.6377, NaN 
10:53:13.403 AM 2/13/2018 , 172.8286, 147.0801, 321.7273, NaN, 0.950814, 32.98281, 0.416398, 0.412498, 0.409935, 0.937974, 0, 0, 173.3486, 147.5297, NaN 
10:53:14.395 AM 2/13/2018 , 172.7043, 146.9753, 321.6164, NaN, 0.950722, 32.98281, 0.416406, 0.412487, 0.409926, 0.937943, 0, 0, 173.2247, 147.4220, NaN 
10:53:15.416 AM 2/13/2018 , 172.5809, 146.8718, 321.5050, NaN, 0.950507, 32.98188, 0.416416, 0.412506, 0.409946, 0.937921, 0, 0, 173.1009, 147.3148, NaN 
10:53:16.407 AM 2/13/2018 , 172.4547, 146.7697, 321.3939, NaN, 0.950814, 32.98365, 0.416368, 0.412463, 0.409903, 0.937964, 0, 0, 172.9770, 147.2083, NaN 
10:53:17.409 AM 2/13/2018 , 172.3340, 146.6690, 321.2825, NaN, 0.950423, 32.98482, 0.416373, 0.412473, 0.409915, 0.937989, 0, 0, 172.8532, 147.1027, NaN 
10:53:18.410 AM 2/13/2018 , 172.2063, 146.5675, 321.1687, NaN, 0.950592, 32.98373, 0.416386, 0.412467, 0.409922, 0.937980, 0, 0, 172.7292, 146.9981, NaN 
10:53:19.402 AM 2/13/2018 , 172.0845, 146.4674, 321.0543, NaN, 0.950808, 32.98368, 0.416383, 0.412478, 0.409927, 0.937872, 0, 0, 172.6053, 146.8945, NaN 
10:53:20.423 AM 2/13/2018 , 171.9598, 146.3679, 320.9374, NaN, 0.950511, 32.98270, 0.416390, 0.412488, 0.409929, 0.937948, 0, 0, 172.4812, 146.7919, NaN 
10:53:21.405 AM 2/13/2018 , 171.8349, 146.2669, 320.8191, NaN, 0.950601, 32.98283, 0.416414, 0.412500, 0.409940, 0.937956, 0, 0, 172.3571, 146.6900, NaN 
10:53:22.396 AM 2/13/2018 , 171.7147, 146.1670, 320.7023, NaN, 0.950723, 32.98266, 0.416416, 0.412504, 0.409947, 0.937989, 0, 0, 172.2329, 146.5889, NaN 
10:53:23.407 AM 2/13/2018 , 171.5863, 146.0638, 320.5874, NaN, 0.950900, 32.98460, 0.416353, 0.412449, 0.409898, 0.937965, 0, 0, 172.1088, 146.4881, NaN 
10:53:24.409 AM 2/13/2018 , 171.4641, 145.9605, 320.4741, NaN, 0.950993, 32.98369, 0.416401, 0.412489, 0.409925, 0.937875, 0, 0, 171.9848, 146.3875, NaN 
10:53:25.420 AM 2/13/2018 , 171.3375, 145.8564, 320.3609, NaN, 0.950813, 32.98376, 0.416359, 0.412454, 0.409903, 0.937941, 0, 0, 171.8608, 146.2866, NaN 
10:53:26.402 AM 2/13/2018 , 171.2162, 145.7525, 320.2474, NaN, 0.950984, 32.98361, 0.416362, 0.412460, 0.409897, 0.937944, 0, 0, 171.7366, 146.1852, NaN 
10:53:27.393 AM 2/13/2018 , 171.0916, 145.6465, 320.1349, NaN, 0.950896, 32.98457, 0.416324, 0.412440, 0.409880, 0.937889, 0, 0, 171.6124, 146.0830, NaN 
10:53:28.425 AM 2/13/2018 , 170.9654, 145.5407, 320.0226, NaN, 0.951163, 32.98276, 0.416407, 0.412491, 0.409946, 0.937883, 0, 0, 171.4882, 145.9800, NaN 
10:53:29.406 AM 2/13/2018 , 170.8434, 145.4346, 319.9093, NaN, 0.951080, 32.98166, 0.416411, 0.412512, 0.409948, 0.937973, 0, 0, 171.3641, 145.8763, NaN 
10:53:30.398 AM 2/13/2018 , 170.7172, 145.3273, 319.7958, NaN, 0.951162, 32.98545, 0.416396, 0.412495, 0.409934, 0.937959, 0, 0, 171.2399, 145.7718, NaN 
10:53:31.399 AM 2/13/2018 , 170.5952, 145.2219, 319.6821, NaN, 0.951072, 32.98453, 0.416402, 0.412491, 0.409932, 0.937954, 0, 0, 171.1157, 145.6667, NaN 
